Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
3484,40,RM,40.0,5531.0,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1924,2004,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,383.0,Unf,0,811.0,1126.0,GasA,Gd,Y,FuseA,1127.0,508.0,0,1635.0,0,0,2,0,3,1,Gd,5,Typ,0,,Detchd,1926.0,Unf,1,210.0,TA,TA,Y,0.0,0.0,183,0,0,0,,,,0,10,2007,WD,Normal,151400.0
3485,75,RM,87.0,18035.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,1290.0,1480.0,GasA,Ex,Y,SBrkr,1748.0,1818.0,0,3566.0,0,0,3,0,3,1,Gd,10,Typ,1,Ex,Attchd,2003.0,Unf,3,826.0,TA,TA,Y,280.0,0.0,0,0,0,0,,,,0,5,2008,WD,Normal,277600.0
3486,50,RL,60.0,9782.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,585.0,622.0,Grav,Fa,N,FuseF,562.0,545.0,0,1107.0,0,0,1,0,2,1,TA,5,Typ,0,,,,,0,0.0,,,N,0.0,8.0,128,0,0,0,,,,0,4,2008,WD,Normal,78900.0
3487,20,RL,70.0,9232.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,244.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1455.0,Unf,0,115.0,1575.0,GasA,Ex,Y,SBrkr,1466.0,0.0,0,1466.0,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2000.0,RFn,2,557.0,TA,TA,Y,223.0,37.0,0,0,0,0,,,,0,9,2006,WD,Normal,230700.0
3488,60,RL,85.0,12697.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,904.0,Unf,0,579.0,1589.0,GasA,Ex,Y,SBrkr,1447.0,883.0,0,2330.0,1,0,2,1,4,1,Gd,10,Typ,2,Gd,Attchd,2003.0,Fin,3,765.0,TA,TA,Y,167.0,0.0,0,0,0,0,,,,0,8,2008,WD,Normal,299700.0
3489,50,RL,53.0,5351.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1908,2003,Gable,CompShg,'Wd Sdng','Wd Shng',,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,697.0,676.0,GasA,Ex,Y,SBrkr,655.0,557.0,0,1212.0,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1985.0,Unf,2,525.0,TA,TA,Y,250.0,0.0,81,0,0,0,,,,0,11,2007,WD,Normal,131600.0
3490,160,RM,24.0,1367.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1982,1982,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,265.0,Unf,0,259.0,530.0,GasA,TA,Y,SBrkr,624.0,643.0,0,1267.0,0,0,1,1,2,1,TA,5,Typ,1,TA,Attchd,1980.0,Fin,2,437.0,TA,TA,Y,148.0,0.0,0,0,0,0,,GdPrv,,0,5,2009,WD,Normal,132000.0
3491,120,RM,59.0,8536.0,Pave,,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Gd,TA,Av,GLQ,694.0,Unf,0,666.0,1283.0,GasA,Ex,Y,SBrkr,1378.0,0.0,0,1378.0,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004.0,RFn,2,476.0,TA,TA,Y,183.0,30.0,0,0,0,0,,,,0,7,2008,WD,Normal,212500.0
3492,50,RM,50.0,5949.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,6,1908,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,582.0,623.0,Grav,Fa,N,SBrkr,580.0,361.0,0,941.0,0,0,1,0,2,1,TA,6,Typ,0,,,,,0,0.0,,,Y,0.0,0.0,0,0,0,0,,GdWo,,0,5,2009,WD,Abnorml,37400.0
3493,20,RL,75.0,14472.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2000,Hip,CompShg,'Wd Sdng','Wd Sdng',BrkCmn,70.0,Gd,TA,CBlock,TA,TA,No,BLQ,640.0,Rec,180,191.0,958.0,GasA,Ex,Y,SBrkr,1437.0,0.0,0,1437.0,1,0,1,0,2,1,TA,6,Min1,2,TA,CarPort,1951.0,Unf,1,272.0,TA,TA,Y,339.0,43.0,0,0,168,0,,,Shed,2000,6,2009,WD,Normal,175300.0
3494,20,RL,61.0,10696.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0,1511.0,1497.0,GasA,Ex,Y,SBrkr,1645.0,0.0,0,1645.0,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,RFn,3,777.0,TA,TA,Y,167.0,38.0,0,0,0,0,,,,0,1,2009,WD,Normal,295400.0
3495,60,RL,86.0,11417.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,GLQ,986.0,Unf,0,388.0,1403.0,GasA,Ex,Y,SBrkr,1631.0,802.0,0,2433.0,1,0,2,1,4,1,Gd,10,Typ,1,Ex,Attchd,1990.0,Unf,2,472.0,TA,TA,Y,198.0,132.0,0,0,0,0,,,,0,5,2008,WD,Normal,271500.0
3496,20,FV,60.0,6658.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,929.0,Unf,0,307.0,1279.0,GasA,Gd,Y,SBrkr,1383.0,0.0,0,1383.0,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2006.0,Fin,2,519.0,TA,TA,Y,0.0,113.0,0,0,0,0,,,,0,5,2006,New,Partial,193000.0
3497,20,RL,71.0,7577.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,663.0,634.0,GasA,Ex,Y,SBrkr,1189.0,0.0,0,1189.0,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,509.0,TA,TA,Y,136.0,0.0,0,0,0,0,,MnPrv,,0,4,2007,WD,Normal,136900.0
3498,20,RL,,14881.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1974,1976,Hip,WdShake,Stone,HdBoard,,0.0,Gd,TA,CBlock,Gd,TA,Av,ALQ,1123.0,LwQ,400,0.0,1663.0,GasA,TA,Y,SBrkr,2554.0,0.0,0,2554.0,1,0,2,0,2,1,Gd,10,Typ,1,Gd,Attchd,1976.0,Fin,2,705.0,TA,TA,Y,0.0,71.0,174,0,0,0,,,,0,5,2008,COD,Abnorml,254800.0
3499,60,RL,90.0,12784.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1987,1990,Hip,CompShg,Plywood,Plywood,,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1592.0,Unf,0,200.0,1709.0,GasA,Gd,Y,SBrkr,1868.0,1401.0,0,3269.0,1,0,3,0,5,1,Gd,11,Typ,2,TA,Attchd,1990.0,Unf,3,536.0,TA,TA,Y,362.0,0.0,0,0,0,0,,,,0,5,2010,WD,Normal,315600.0
3500,60,RL,96.0,11069.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1037.0,Unf,0,161.0,1114.0,GasA,Ex,Y,SBrkr,1091.0,1057.0,0,2148.0,1,0,2,1,3,1,Ex,10,Typ,1,Gd,Attchd,2008.0,Fin,3,832.0,TA,TA,Y,0.0,103.0,0,0,0,0,,,,0,7,2009,WD,Normal,346400.0
3501,75,RL,174.0,25679.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,980.0,LwQ,184,153.0,1386.0,GasA,Gd,Y,SBrkr,1245.0,1344.0,392,2589.0,1,1,2,0,4,1,Gd,8,Typ,1,Ex,Detchd,1918.0,Unf,2,768.0,TA,TA,Y,0.0,16.0,552,0,0,512,Ex,GdPrv,,0,3,2006,WD,Abnorml,203000.0
3502,20,RL,,7566.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1965,2001,Gable,CompShg,HdBoard,Plywood,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,581.0,Unf,0,402.0,1029.0,GasA,Gd,Y,SBrkr,973.0,0.0,0,973.0,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,1963.0,Unf,1,261.0,TA,TA,Y,0.0,118.0,0,0,0,0,,,,0,3,2007,WD,Normal,134200.0
3503,20,RL,70.0,8536.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1581.0,1504.0,GasA,Ex,Y,SBrkr,1388.0,0.0,0,1388.0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,2,510.0,TA,TA,Y,185.0,38.0,0,0,0,0,,,,0,9,2007,WD,Normal,177000.0
3504,30,RM,90.0,7685.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1947,1973,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,350.0,Unf,0,1160.0,1495.0,GasA,Gd,Y,SBrkr,1499.0,0.0,0,1499.0,1,0,1,0,2,1,TA,5,Min2,0,,Detchd,1948.0,Unf,2,723.0,TA,TA,Y,0.0,113.0,230,0,0,0,,GdWo,,0,6,2007,COD,Normal,146200.0
3505,20,RL,50.0,34972.0,Grvl,,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1964,1964,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,1132.0,Unf,0,344.0,1671.0,GasA,Gd,Y,SBrkr,1639.0,0.0,0,1639.0,1,0,1,1,3,1,TA,5,Typ,2,TA,2Types,1963.0,RFn,3,970.0,TA,TA,Y,0.0,240.0,0,0,263,0,,,,0,5,2007,WD,Normal,193800.0
3506,20,RL,43.0,12012.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0,1775.0,1764.0,GasA,Ex,Y,SBrkr,1679.0,0.0,0,1679.0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2,576.0,TA,TA,Y,108.0,46.0,0,0,180,0,,,,0,4,2009,WD,Normal,237200.0
3507,120,RM,,4517.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,707.0,Unf,0,142.0,831.0,GasA,Ex,Y,SBrkr,779.0,0.0,0,779.0,1,0,1,0,1,1,Gd,3,Typ,1,TA,Attchd,2004.0,RFn,2,424.0,TA,TA,Y,147.0,0.0,0,0,0,0,,,,0,5,2008,WD,Normal,139800.0
3508,80,RL,70.0,8024.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1957,1960,Hip,CompShg,BrkFace,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,669.0,Unf,0,432.0,1117.0,GasA,Gd,Y,SBrkr,1509.0,0.0,0,1509.0,0,0,2,0,4,1,TA,7,Maj1,0,,Basment,1960.0,Unf,1,398.0,TA,TA,Y,0.0,0.0,0,0,0,0,,GdWo,,0,8,2008,WD,Normal,123300.0
3509,20,RL,,11387.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1955,1957,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,Gd,Slab,,,,,0.0,,0,0.0,0.0,GasA,Ex,N,SBrkr,809.0,0.0,0,809.0,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1957.0,Unf,1,300.0,TA,TA,N,191.0,0.0,0,0,0,0,,,,0,1,2009,WD,Normal,80900.0
3510,180,RM,21.0,1411.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,497.0,Unf,0,118.0,657.0,GasA,TA,Y,SBrkr,622.0,0.0,0,622.0,1,0,1,0,1,1,Gd,3,Typ,0,,Attchd,1970.0,Unf,1,283.0,TA,TA,Y,0.0,0.0,0,0,0,0,,,,0,5,2009,WD,Normal,84600.0
3511,50,RL,55.0,7653.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0,994.0,966.0,GasW,Gd,N,SBrkr,943.0,576.0,0,1519.0,0,0,2,1,3,1,Ex,5,Typ,0,,Detchd,1978.0,Unf,2,647.0,TA,TA,Y,70.0,0.0,0,0,144,0,,,,0,10,2009,WD,Normal,201500.0
3512,60,RL,42.0,26067.0,Pave,,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1002.0,Unf,0,272.0,1080.0,GasA,Ex,Y,SBrkr,1290.0,1282.0,0,2572.0,1,0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,1989.0,RFn,2,602.0,TA,TA,Y,330.0,26.0,0,0,0,0,,,,0,4,2006,WD,Normal,350300.0
3513,30,RM,40.0,3895.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1946,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,328.0,Unf,0,376.0,755.0,GasA,Gd,Y,SBrkr,844.0,0.0,0,844.0,0,0,1,0,2,1,Gd,4,Typ,0,,,,,0,0.0,,,Y,60.0,42.0,0,0,0,0,,,,0,8,2007,WD,Normal,112300.0
3514,20,RL,64.0,9760.0,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,392.0,Unf,0,1058.0,1380.0,GasA,Ex,Y,SBrkr,1536.0,0.0,0,1536.0,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2006.0,RFn,2,505.0,TA,TA,Y,122.0,33.0,0,0,0,0,,,,0,12,2007,WD,Normal,257100.0
3515,50,RL,53.0,5605.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1909,2003,Gable,CompShg,'Wd Sdng','Wd Shng',,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,690.0,680.0,GasA,Ex,Y,SBrkr,608.0,571.0,0,1179.0,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1985.0,Unf,2,523.0,TA,TA,Y,245.0,0.0,81,0,0,0,,,,0,11,2007,WD,Normal,136900.0
3516,190,RM,60.0,6931.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1933,1982,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,488.0,Unf,0,31.0,557.0,GasA,Gd,N,SBrkr,543.0,0.0,234,543.0,1,0,1,0,2,1,TA,5,Typ,0,,,,,0,0.0,,,N,51.0,0.0,0,0,0,0,,,,0,6,2006,WD,Normal,72900.0
3517,20,RL,65.0,8449.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,943.0,Unf,0,502.0,1248.0,GasA,Ex,Y,SBrkr,1529.0,0.0,0,1529.0,1,0,2,0,3,1,Gd,8,Typ,0,,Attchd,2004.0,Unf,2,506.0,TA,TA,Y,130.0,104.0,0,0,0,0,,,,0,4,2008,WD,Normal,212500.0
3518,60,RL,63.0,9079.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1030.0,946.0,GasA,Gd,Y,SBrkr,944.0,634.0,0,1578.0,0,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1998.0,Fin,2,466.0,TA,TA,Y,0.0,27.0,0,0,0,0,,,,0,6,2006,WD,Normal,172600.0
3519,20,RL,70.0,7856.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1980,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,557.0,BLQ,108,315.0,972.0,GasA,TA,Y,SBrkr,1230.0,0.0,0,1230.0,1,0,1,0,3,1,TA,6,Typ,0,,Detchd,1980.0,Unf,2,543.0,TA,TA,Y,0.0,0.0,0,0,0,0,,,,0,10,2008,WD,Normal,131800.0
3520,190,RM,85.0,13877.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1898,1950,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,667.0,699.0,GasA,TA,N,SBrkr,1345.0,830.0,0,2175.0,0,0,2,0,5,2,TA,10,Min2,0,,Detchd,1945.0,Unf,2,601.0,TA,TA,Y,0.0,54.0,0,0,0,0,,,,0,9,2007,WD,Normal,84200.0
3521,60,FV,65.0,8820.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,734.0,802.0,GasA,Ex,Y,SBrkr,755.0,831.0,0,1586.0,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2005.0,RFn,2,641.0,TA,TA,Y,0.0,45.0,0,0,0,0,,,,0,3,2006,New,Partial,189000.0
3522,20,RL,70.0,10265.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2000,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,363.0,Unf,0,1528.0,1760.0,GasA,Ex,Y,SBrkr,1803.0,0.0,0,1803.0,1,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,RFn,2,566.0,TA,TA,Y,200.0,22.0,0,0,0,0,,,,0,5,2006,WD,Normal,207000.0
3523,30,RM,50.0,5868.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,1935,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0,187.0,187.0,GasA,Gd,Y,FuseA,867.0,0.0,0,867.0,0,0,1,0,2,1,TA,4,Typ,0,,Attchd,1938.0,Unf,1,274.0,TA,TA,Y,146.0,19.0,80,0,0,0,,,,0,12,2009,WD,Normal,88600.0
3524,80,RL,,11422.0,Pave,,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,'Wd Sdng','Wd Sdng',BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1528.0,Unf,0,0.0,1553.0,GasA,Gd,Y,SBrkr,1735.0,0.0,0,1735.0,1,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,Fin,2,517.0,TA,TA,Y,83.0,0.0,0,0,396,0,,,,0,8,2009,WD,Normal,287000.0
3525,60,RL,80.0,9905.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,825.0,953.0,GasA,Ex,Y,SBrkr,816.0,948.0,0,1764.0,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,1998.0,RFn,2,522.0,TA,TA,Y,199.0,36.0,0,0,0,0,,,,0,3,2009,WD,Normal,200400.0
3526,60,RL,103.0,14314.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Ex,TA,Mn,BLQ,46.0,GLQ,634,413.0,1174.0,GasA,Ex,Y,SBrkr,896.0,1144.0,0,2040.0,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1991.0,RFn,3,801.0,TA,TA,Y,71.0,193.0,224,0,0,0,,GdPrv,,0,11,2007,WD,Normal,235900.0
3527,20,RL,78.0,9595.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,194.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1653.0,1521.0,GasA,Ex,Y,SBrkr,1575.0,0.0,0,1575.0,0,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3,885.0,TA,TA,Y,0.0,34.0,0,0,0,0,,,,0,5,2009,New,Partial,306100.0
3528,120,FV,47.0,4320.0,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0,1343.0,1424.0,GasA,Ex,Y,SBrkr,1367.0,0.0,0,1367.0,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,507.0,TA,TA,Y,0.0,231.0,0,0,0,0,,,,0,4,2007,New,Partial,205100.0
3529,20,RL,120.0,10270.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1974,1975,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,744.0,Unf,0,268.0,1035.0,GasA,TA,Y,SBrkr,953.0,0.0,0,953.0,0,0,1,1,3,1,TA,5,Typ,0,,Attchd,1975.0,Unf,2,440.0,TA,TA,Y,0.0,0.0,0,0,0,0,,MnPrv,,0,1,2007,WD,Normal,127000.0
3530,45,RH,60.0,8465.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1925,1950,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0,816.0,750.0,GasA,TA,N,FuseA,833.0,0.0,0,833.0,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1950.0,Unf,2,364.0,Fa,Fa,N,0.0,0.0,91,0,0,0,,,,0,10,2009,WD,Normal,72800.0
3531,50,RM,,8584.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1917,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0,317.0,319.0,GasA,TA,Y,FuseA,1100.0,364.0,0,1464.0,0,0,1,0,3,1,Fa,6,Typ,0,,,,,0,0.0,,,N,0.0,145.0,0,0,0,0,,MnPrv,,0,3,2008,WD,Normal,88200.0
